prfInformationCarrier,prfYear,prfMonth,prfPrdOilGrossMillSm3,prfPrdGasGrossBillSm3,prfPrdCondensateGrossMillSm3,prfPrdOeGrossMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
EDDA,1983,10,0.02616,0.01686,0,0.04302,0,43541
EDDA,1983,11,0.02506,0.01542,0,0.04049,0,43541
EDDA,1983,12,0.0252,0.01676,0,0.04196,0,43541
EDDA,1984,1,0.02397,0.01634,0,0.04031,0,43541
EDDA,1984,2,0.02238,0.01424,0,0.03663,0,43541
EDDA,1984,3,0.02321,0.01445,0,0.03765,0,43541
EDDA,1984,4,0.02288,0.01311,0,0.03598,0,43541
EDDA,1984,5,0.02274,0.01304,0,0.03579,0,43541
EDDA,1984,6,0.02202,0.01187,0,0.03389,0,43541
EDDA,1984,7,0.02131,0.01201,0,0.03332,0,43541
EDDA,1984,8,0.01744,0.00829,0,0.02573,0,43541
EDDA,1984,9,0.02136,0.01095,0,0.03231,0,43541
EDDA,1984,10,0.02063,0.01079,0,0.03141,0,43541
EDDA,1984,11,0.01911,0.01007,0,0.02918,0,43541
EDDA,1984,12,0.02004,0.00994,0,0.02997,0,43541
EDDA,1985,1,0.01911,0.00985,0,0.02896,0,43541
EDDA,1985,2,0.01794,0.00853,0,0.02647,0,43541
EDDA,1985,3,0.01912,0.00881,0,0.02793,0,43541
EDDA,1985,4,0.01826,0.00816,0,0.02642,0,43541
EDDA,1985,5,0.01848,0.00827,0,0.02675,0,43541
EDDA,1985,6,0.01775,0.00797,0,0.02572,0,43541
EDDA,1985,7,0.01821,0.00796,0,0.02617,0,43541
EDDA,1985,8,0.01757,0.00754,0,0.02511,0,43541
EDDA,1985,9,0.01668,0.00698,0,0.02365,0,43541
EDDA,1985,10,0.01679,0.00699,0,0.02378,0,43541
EDDA,1985,11,0.01578,0.00637,0,0.02215,0,43541
EDDA,1985,12,0.01588,0.00629,0,0.02217,0,43541
EDDA,1986,1,0.01573,0.00601,0,0.02174,0,43541
EDDA,1986,2,0.01318,0.00498,0,0.01816,0,43541
EDDA,1986,3,0.01275,0.00509,0,0.01785,0,43541
EDDA,1986,4,0.0055,0.00184,0,0.00734,0,43541
EDDA,1986,5,0.01562,0.00557,0,0.0212,0,43541
EDDA,1986,6,0.01292,0.00481,0,0.01773,0,43541
EDDA,1986,7,0.01361,0.00516,0,0.01877,0,43541
EDDA,1986,8,0.01333,0.00485,0,0.01818,0,43541
EDDA,1986,9,0.01242,0.00464,0,0.01706,0,43541
EDDA,1986,10,0.01192,0.00436,0,0.01628,0,43541
EDDA,1986,11,0.01168,0.00431,0,0.01599,0,43541
EDDA,1986,12,0.01096,0.0039,0,0.01486,0,43541
EDDA,1987,1,0.01161,0.00399,0,0.0156,0,43541
EDDA,1987,2,0.01031,0.00373,0,0.01404,0,43541
EDDA,1987,3,0.00196,0.00106,0,0.00302,0,43541
EDDA,1987,4,0.00012,0.00008,0,0.00019,0,43541
EDDA,1987,5,0,0,0,0,0,43541
EDDA,1987,6,0.00128,0.00034,0,0.00162,0,43541
EDDA,1987,7,0.02362,0.0059,0,0.02953,0,43541
EDDA,1987,8,0.00386,0.00106,0,0.00493,0,43541
EDDA,1987,9,0.00025,0.00004,0,0.00029,0,43541
EDDA,1987,10,0,0,0,0,0,43541
EDDA,1987,11,0.00001,0,0,0.00001,0,43541
EDDA,1987,12,0,0,0,0,0,43541
EDDA,1988,1,0.00006,0,0,0.00007,0,43541
EDDA,1988,2,0,0,0,0,0,43541
EDDA,1988,3,0,0,0,0,0,43541
EDDA,1988,4,0,0,0,0,0,43541
EDDA,1988,5,0,0,0,0,0,43541
EDDA,1988,6,0.00308,0.00044,0,0.00352,0,43541
EDDA,1988,7,0.0155,0.00274,0,0.01824,0,43541
EDDA,1988,8,0.01541,0.00327,0,0.01868,0,43541
EDDA,1988,9,0.00986,0.00166,0,0.01152,0,43541
EDDA,1988,10,0.01469,0.00417,0,0.01885,0,43541
EDDA,1988,11,0.0129,0.00413,0,0.01703,0,43541
EDDA,1988,12,0.01278,0.00426,0,0.01704,0,43541
EDDA,1989,1,0.01374,0.00394,0,0.01768,0,43541
EDDA,1989,2,0.01191,0.00402,0,0.01593,0,43541
EDDA,1989,3,0.01274,0.00373,0,0.01647,0,43541
EDDA,1989,4,0.01209,0.00388,0,0.01596,0,43541
EDDA,1989,5,0.01304,0.0038,0,0.01684,0,43541
EDDA,1989,6,0.01703,0.00443,0,0.02146,0,43541
EDDA,1989,7,0.01713,0.00589,0,0.02302,0,43541
EDDA,1989,8,0.01512,0.00465,0,0.01977,0,43541
EDDA,1989,9,0.01765,0.00469,0,0.02234,0,43541
EDDA,1989,10,0.01718,0.00529,0,0.02246,0,43541
EDDA,1989,11,0.01327,0.00356,0,0.01683,0,43541
EDDA,1989,12,0.02124,0.00481,0,0.02605,0,43541
EDDA,1990,1,0.0164,0.00306,0,0.01946,0,43541
EDDA,1990,2,0.01677,0.00429,0,0.02106,0,43541
EDDA,1990,3,0.02024,0.00616,0,0.0264,0,43541
EDDA,1990,4,0.01754,0.00542,0,0.02297,0,43541
EDDA,1990,5,0.01498,0.00444,0,0.01942,0,43541
EDDA,1990,6,0.01827,0.00532,0,0.02359,0,43541
EDDA,1990,7,0.01458,0.00381,0,0.01839,0,43541
EDDA,1990,8,0.01496,0.0044,0,0.01935,0,43541
EDDA,1990,9,0.01382,0.00441,0,0.01823,0,43541
EDDA,1990,10,0.01481,0.00438,0,0.01919,0,43541
EDDA,1990,11,0.01392,0.0042,0,0.01812,0,43541
EDDA,1990,12,0.01392,0.0041,0,0.01802,0,43541
EDDA,1991,1,0.01343,0.00407,0,0.01751,0,43541
EDDA,1991,2,0.01179,0.00335,0,0.01514,0,43541
EDDA,1991,3,0.01319,0.00426,0,0.01745,0,43541
EDDA,1991,4,0.01292,0.00433,0,0.01724,0,43541
EDDA,1991,5,0.01362,0.0043,0,0.01792,0,43541
EDDA,1991,6,0.01247,0.00359,0,0.01606,0,43541
EDDA,1991,7,0.01272,0.00358,0,0.0163,0,43541
EDDA,1991,8,0.00248,0.00043,0,0.00292,0,43541
EDDA,1991,9,0.01778,0.00446,0,0.02224,0,43541
EDDA,1991,10,0.01431,0.00371,0,0.01802,0,43541
EDDA,1991,11,0.01309,0.00316,0,0.01626,0,43541
EDDA,1991,12,0.01228,0.00339,0,0.01567,0,43541
EDDA,1992,1,0.01384,0.00375,0,0.01759,0,43541
EDDA,1992,2,0.01187,0.0028,0,0.01467,0,43541
EDDA,1992,3,0.01835,0.00442,0,0.02277,0,43541
EDDA,1992,4,0.01567,0.0039,0,0.01957,0,43541
EDDA,1992,5,0.01198,0.00328,0,0.01526,0,43541
EDDA,1992,6,0.01272,0.00332,0,0.01603,0,43541
EDDA,1992,7,0.01761,0.00516,0,0.02277,0,43541
EDDA,1992,8,0.01619,0.00477,0,0.02096,0,43541
EDDA,1992,9,0.01506,0.00435,0,0.01941,0,43541
EDDA,1992,10,0.01404,0.00392,0,0.01796,0,43541
EDDA,1992,11,0.01364,0.00432,0,0.01796,0,43541
EDDA,1992,12,0.01345,0.00429,0,0.01775,0,43541
EDDA,1993,1,0.01267,0.00407,0,0.01673,0,43541
EDDA,1993,2,0.01156,0.00369,0,0.01525,0,43541
EDDA,1993,3,0.01259,0.00399,0,0.01658,0,43541
EDDA,1993,4,0.01205,0.00308,0,0.01513,0,43541
EDDA,1993,5,0.01197,0.00343,0,0.01541,0,43541
EDDA,1993,6,0.01098,0.00277,0,0.01375,0,43541
EDDA,1993,7,0.01126,0.00277,0,0.01403,0,43541
EDDA,1993,8,0.01192,0.00284,0,0.01476,0,43541
EDDA,1993,9,0.01116,0.00251,0,0.01367,0,43541
EDDA,1993,10,0.01212,0.00318,0,0.0153,0,43541
EDDA,1993,11,0.01119,0.0028,0,0.01399,0,43541
EDDA,1993,12,0.01155,0.00311,0,0.01466,0,43541
EDDA,1994,1,0.01167,0.00363,0,0.0153,0,43541
EDDA,1994,2,0.01404,0.00299,0,0.01703,0,43541
EDDA,1994,3,0.01337,0.00306,0,0.01643,0,43541
EDDA,1994,4,0.01213,0.00286,0,0.01499,0,43541
EDDA,1994,5,0.01244,0.00297,0,0.0154,0,43541
EDDA,1994,6,0.01141,0.00358,0,0.01499,0,43541
EDDA,1994,7,0.01134,0.00317,0,0.01451,0,43541
EDDA,1994,8,0.00892,0.00201,0,0.01094,0,43541
EDDA,1994,9,0.01187,0.00297,0,0.01484,0,43541
EDDA,1994,10,0.01122,0.00305,0,0.01427,0,43541
EDDA,1994,11,0.01099,0.00284,0,0.01382,0,43541
EDDA,1994,12,0.01184,0.00313,0,0.01497,0,43541
EDDA,1995,1,0.01076,0.00313,0,0.01389,0,43541
EDDA,1995,2,0.0102,0.00248,0,0.01268,0,43541
EDDA,1995,3,0.01085,0.00303,0,0.01388,0,43541
EDDA,1995,4,0.01144,0.00304,0,0.01448,0,43541
EDDA,1995,5,0.01419,0.00328,0,0.01747,0,43541
EDDA,1995,6,0.01433,0.00332,0,0.01765,0,43541
EDDA,1995,7,0.01376,0.00303,0,0.01679,0,43541
EDDA,1995,8,0.01439,0.0031,0,0.01749,0,43541
EDDA,1995,9,0.01222,0.00292,0,0.01515,0,43541
EDDA,1995,10,0.01294,0.00299,0,0.01593,0,43541
EDDA,1995,11,0.01175,0.00289,0,0.01463,0,43541
EDDA,1995,12,0.01283,0.00286,0,0.01569,0,43541
EDDA,1996,1,0.01194,0.00301,0,0.01495,0,43541
EDDA,1996,2,0.0119,0.00284,0,0.01475,0,43541
EDDA,1996,3,0.0126,0.00331,0,0.0159,0,43541
EDDA,1996,4,0.01181,0.00304,0,0.01484,0,43541
EDDA,1996,5,0.01216,0.00303,0,0.01518,0,43541
EDDA,1996,6,0.01126,0.00331,0,0.01457,0,43541
EDDA,1996,7,0.01125,0.00273,0,0.01397,0,43541
EDDA,1996,8,0.01222,0.00282,0,0.01504,0,43541
EDDA,1996,9,0.01139,0.00319,0,0.01458,0,43541
EDDA,1996,10,0.0119,0.00311,0,0.015,0,43541
EDDA,1996,11,0.0113,0.00311,0,0.01441,0,43541
EDDA,1996,12,0.01176,0.00311,0,0.01487,0,43541
EDDA,1997,1,0.0101,0.00271,0,0.01281,0,43541
EDDA,1997,2,0.01109,0.00249,0,0.01359,0,43541
EDDA,1997,3,0.01182,0.00263,0,0.01445,0,43541
EDDA,1997,4,0.01046,0.00201,0,0.01247,0,43541
EDDA,1997,5,0.00978,0.00268,0,0.01245,0,43541
EDDA,1997,6,0.00796,0.00153,0,0.00949,0,43541
EDDA,1997,7,0.00771,0.00102,0,0.00873,0,43541
EDDA,1997,8,0.00444,0.00089,0,0.00534,0,43541
EDDA,1997,9,0.00851,0.00118,0,0.00969,0,43541
EDDA,1997,10,0.00998,0.00116,0,0.01114,0,43541
EDDA,1997,11,0.00937,0.00107,0,0.01044,0,43541
EDDA,1997,12,0.00896,0.00183,0,0.01079,0,43541
EDDA,1998,1,0.0088,0.00235,0,0.01115,0,43541
EDDA,1998,2,0.00792,0.00176,0,0.00968,0,43541
EDDA,1998,3,0.00926,0.00206,0,0.01133,0,43541
EDDA,1998,4,0.00883,0.00191,0,0.01074,0,43541
EDDA,1998,5,0.00902,0.00188,0,0.0109,0,43541
EDDA,1998,6,0.00898,0.00154,0,0.01052,0,43541
EDDA,1998,7,0.00916,0.00159,0,0.01075,0,43541
EDVARD GRIEG,2015,11,0.00491,0.00054,0,0.00544,0.00002,21675433
EDVARD GRIEG,2015,12,0.14401,0.01594,0,0.15995,0.00018,21675433
EDVARD GRIEG,2016,1,0.2708,0.03085,0,0.30165,0.00064,21675433
EDVARD GRIEG,2016,2,0.24158,0.02761,0,0.2692,0.00041,21675433
EDVARD GRIEG,2016,3,0.2748,0.0322,0,0.307,0.0005,21675433
EDVARD GRIEG,2016,4,0.27831,0.0323,0,0.3106,0.00098,21675433
EDVARD GRIEG,2016,5,0.30557,0.03594,0,0.3415,0.00129,21675433
EDVARD GRIEG,2016,6,0.30767,0.03673,0,0.3444,0.00193,21675433
EDVARD GRIEG,2016,7,0.32774,0.04015,0,0.36789,0.0015,21675433
EDVARD GRIEG,2016,8,0.33971,0.03833,0,0.37804,0.0027,21675433
EDVARD GRIEG,2016,9,0.36565,0.04381,0,0.40946,0.00622,21675433
EDVARD GRIEG,2016,10,0.34879,0.03974,0,0.38854,0.00237,21675433
EDVARD GRIEG,2016,11,0.31496,0.03426,0,0.34922,0.00211,21675433
EDVARD GRIEG,2016,12,0.40215,0.04428,0,0.44643,0.0031,21675433
EDVARD GRIEG,2017,1,0.41862,0.04652,0,0.46514,0.00331,21675433
EDVARD GRIEG,2017,2,0.37223,0.04164,0,0.41387,0.00277,21675433
EDVARD GRIEG,2017,3,0.48569,0.05169,0,0.53738,0.00457,21675433
EDVARD GRIEG,2017,4,0.49684,0.05403,0,0.55087,0.00662,21675433
EDVARD GRIEG,2017,5,0.4282,0.04671,0,0.47491,0.0056,21675433
EDVARD GRIEG,2017,6,0.50044,0.0554,0,0.55584,0.00637,21675433
EDVARD GRIEG,2017,7,0.48948,0.05302,0,0.5425,0.00683,21675433
EDVARD GRIEG,2017,8,0.49203,0.05556,0,0.54759,0.00732,21675433
EDVARD GRIEG,2017,9,0.43266,0.04883,0,0.48149,0.00662,21675433
EDVARD GRIEG,2017,10,0.46092,0.05552,0,0.51644,0.00699,21675433
EDVARD GRIEG,2017,11,0.39442,0.04903,0,0.44345,0.00732,21675433
EDVARD GRIEG,2017,12,0.43092,0.04039,0,0.47131,0.00591,21675433
EDVARD GRIEG,2018,1,0.44562,0.05465,0,0.50026,0.00741,21675433
EDVARD GRIEG,2018,2,0.38895,0.04863,0,0.43757,0.00711,21675433
EDVARD GRIEG,2018,3,0.43207,0.0524,0,0.48446,0.00649,21675433
EDVARD GRIEG,2018,4,0.43707,0.0555,0,0.49257,0.00659,21675433
EDVARD GRIEG,2018,5,0.40122,0.05087,0,0.45208,0.00633,21675433
EDVARD GRIEG,2018,6,0.42003,0.05249,0,0.47252,0.00849,21675433
EDVARD GRIEG,2018,7,0.4081,0.05264,0,0.46074,0.01011,21675433
EDVARD GRIEG,2018,8,0.41611,0.05412,0,0.47023,0.0083,21675433
EDVARD GRIEG,2018,9,0.41374,0.05178,0,0.46552,0.00855,21675433
EDVARD GRIEG,2018,10,0.43348,0.05489,0,0.48838,0.01007,21675433
EDVARD GRIEG,2018,11,0.44574,0.05304,0,0.49878,0.01077,21675433
EDVARD GRIEG,2018,12,0.45771,0.05334,0,0.51105,0.012,21675433
EDVARD GRIEG,2019,1,0.43574,0.05512,0,0.49086,0.01229,21675433
EDVARD GRIEG,2019,2,0.394,0.04905,0,0.44305,0.01045,21675433
EDVARD GRIEG,2019,3,0.43007,0.05456,0,0.48463,0.01163,21675433
EDVARD GRIEG,2019,4,0.42217,0.05193,0,0.4741,0.01222,21675433
EDVARD GRIEG,2019,5,0.39826,0.04992,0,0.44819,0.00974,21675433
EDVARD GRIEG,2019,6,0.39393,0.05159,0,0.44552,0.00874,21675433
EDVARD GRIEG,2019,7,0.44943,0.05716,0,0.50658,0.01353,21675433
EDVARD GRIEG,2019,8,0.44311,0.05482,0,0.49792,0.0152,21675433
EDVARD GRIEG,2019,9,0.44851,0.0544,0,0.50291,0.01495,21675433
EDVARD GRIEG,2019,10,0.4384,0.05455,0,0.49295,0.01452,21675433
EDVARD GRIEG,2019,11,0.41087,0.05223,0,0.4631,0.012,21675433
EDVARD GRIEG,2019,12,0.43258,0.05421,0,0.48678,0.01523,21675433
EDVARD GRIEG,2020,1,0.43957,0.0487,0,0.48828,0.01652,21675433
EDVARD GRIEG,2020,2,0.40563,0.0455,0,0.45113,0.01695,21675433
EDVARD GRIEG,2020,3,0.4326,0.04826,0,0.48086,0.01987,21675433
EDVARD GRIEG,2020,4,0.42382,0.04759,0,0.47141,0.02117,21675433
EDVARD GRIEG,2020,5,0.46275,0.05185,0,0.51459,0.02557,21675433
EDVARD GRIEG,2020,6,0.37733,0.04209,0,0.41941,0.0218,21675433
EDVARD GRIEG,2020,7,0.39837,0.04453,0,0.44289,0.01825,21675433
EDVARD GRIEG,2020,8,0.3938,0.04402,0,0.43782,0.02196,21675433
EDVARD GRIEG,2020,9,0.36015,0.04,0,0.40016,0.02141,21675433
EDVARD GRIEG,2020,10,0.47343,0.05315,0,0.52658,0.03417,21675433
EDVARD GRIEG,2020,11,0.4973,0.05564,0,0.55294,0.04001,21675433
EDVARD GRIEG,2020,12,0.49577,0.05561,0,0.55138,0.04366,21675433
EDVARD GRIEG,2021,1,0.47036,0.05348,0,0.52383,0.05026,21675433
EDVARD GRIEG,2021,2,0.42829,0.04804,0,0.47633,0.04193,21675433
EDVARD GRIEG,2021,3,0.45482,0.05088,0,0.5057,0.05987,21675433
EDVARD GRIEG,2021,4,0.48149,0.05429,0,0.53579,0.05919,21675433
EDVARD GRIEG,2021,5,0.53341,0.05672,0,0.59012,0.07506,21675433
EDVARD GRIEG,2021,6,0.45216,0.04787,0,0.50004,0.06102,21675433
EDVARD GRIEG,2021,7,0.51783,0.06105,0,0.57888,0.08035,21675433
EDVARD GRIEG,2021,8,0.50964,0.06227,0,0.5719,0.08629,21675433
EDVARD GRIEG,2021,9,0.48001,0.05641,0,0.53642,0.09067,21675433
EDVARD GRIEG,2021,10,0.48935,0.05758,0,0.54692,0.10479,21675433
EDVARD GRIEG,2021,11,0.46118,0.05131,0,0.51249,0.09928,21675433
EDVARD GRIEG,2021,12,0.48962,0.05842,0,0.54804,0.09652,21675433
EDVARD GRIEG,2022,1,0.49469,0.06191,0,0.5566,0.1293,21675433
EDVARD GRIEG,2022,2,0.44175,0.05153,0,0.49328,0.12834,21675433
EDVARD GRIEG,2022,3,0.3576,0.04238,0,0.39998,0.1171,21675433
EDVARD GRIEG,2022,4,0.13242,0.01576,0,0.14818,0.01624,21675433
EDVARD GRIEG,2022,5,0.37049,0.04324,0,0.41373,0.08702,21675433
EKOFISK,1971,6,0.00019,0,0,0.00019,0,43506
EKOFISK,1971,7,0.03377,0.00918,0,0.04296,0,43506
EKOFISK,1971,8,0.05139,0.0142,0,0.06559,0,43506
EKOFISK,1971,9,0.0643,0.01764,0,0.08193,0,43506
EKOFISK,1971,10,0.0864,0.02472,0,0.11113,0,43506
EKOFISK,1971,11,0.0578,0.01733,0,0.07513,0,43506
EKOFISK,1971,12,0.06327,0.01987,0,0.08315,0,43506
EKOFISK,1972,1,0.04684,0.01429,0,0.06114,0,43506
EKOFISK,1972,2,0.14546,0.04216,0,0.18762,0,43506
EKOFISK,1972,3,0.17286,0.04927,0,0.22213,0,43506
EKOFISK,1972,4,0.19534,0.05357,0,0.2489,0,43506
EKOFISK,1972,5,0.19921,0.05377,0,0.25298,0,43506
EKOFISK,1972,6,0.18804,0.05115,0,0.23919,0,43506
EKOFISK,1972,7,0.20294,0.05518,0,0.25811,0,43506
EKOFISK,1972,8,0.20459,0.05574,0,0.26033,0,43506
EKOFISK,1972,9,0.17259,0.04697,0,0.21956,0,43506
EKOFISK,1972,10,0.17329,0.04672,0,0.22001,0,43506
EKOFISK,1972,11,0.10122,0.0265,0,0.12771,0,43506
EKOFISK,1972,12,0.12465,0.03205,0,0.1567,0,43506
EKOFISK,1973,1,0.18512,0.0522,0,0.23732,0,43506
EKOFISK,1973,2,0.11913,0.03301,0,0.15214,0,43506
EKOFISK,1973,3,0.20661,0.05593,0,0.26255,0,43506
EKOFISK,1973,4,0.13551,0.03715,0,0.17266,0,43506
EKOFISK,1973,5,0.18984,0.05239,0,0.24223,0,43506
EKOFISK,1973,6,0.19048,0.05318,0,0.24366,0,43506
EKOFISK,1973,7,0.17116,0.04875,0,0.2199,0,43506
EKOFISK,1973,8,0.18037,0.05105,0,0.23141,0,43506
EKOFISK,1973,9,0.19368,0.05463,0,0.2483,0,43506
EKOFISK,1973,10,0.18857,0.05279,0,0.24136,0,43506
EKOFISK,1973,11,0.09192,0.02534,0,0.11726,0,43506
EKOFISK,1973,12,0.01714,0.00468,0,0.02182,0,43506
EKOFISK,1974,1,0.0093,0.00263,0,0.01193,0,43506
EKOFISK,1974,2,0.11257,0.03137,0,0.14394,0,43506
EKOFISK,1974,3,0.08292,0.02415,0,0.10708,0,43506
EKOFISK,1974,4,0.06984,0.02062,0,0.09045,0,43506
EKOFISK,1974,5,0.12402,0.03504,0,0.15906,0,43506
EKOFISK,1974,6,0.17933,0.0505,0,0.22983,0,43506
EKOFISK,1974,7,0.2467,0.06902,0,0.31573,0,43506
EKOFISK,1974,8,0.22576,0.06558,0,0.29134,0,43506
EKOFISK,1974,9,0.23707,0.0636,0,0.30066,0,43506
EKOFISK,1974,10,0.21889,0.05751,0,0.2764,0,43506
EKOFISK,1974,11,0.28041,0.07638,0,0.35679,0,43506
EKOFISK,1974,12,0.22736,0.06157,0,0.28893,0,43506
EKOFISK,1975,1,0.11707,0.03216,0,0.14923,0,43506
EKOFISK,1975,2,0.34241,0.09533,0,0.43773,0,43506
EKOFISK,1975,3,0.60405,0.16672,0,0.77077,0,43506
EKOFISK,1975,4,0.71759,0.1937,0,0.91129,0,43506
EKOFISK,1975,5,0.82367,0.22311,0,1.04678,0,43506
EKOFISK,1975,6,1.04508,0.28093,0,1.326,0,43506
EKOFISK,1975,7,1.25531,0.3386,0,1.59392,0,43506
EKOFISK,1975,8,1.07411,0.28861,0,1.36272,0,43506
EKOFISK,1975,9,1.38282,0.37066,0,1.75347,0,43506
EKOFISK,1975,10,1.29129,0.34664,0,1.63793,0,43506
EKOFISK,1975,11,1.09667,0.30367,0,1.40034,0,43506
EKOFISK,1975,12,1.24528,0.33828,0,1.58356,0,43506
EKOFISK,1976,1,1.29823,0.35412,0,1.65236,0,43506
EKOFISK,1976,2,1.28451,0.34955,0,1.63405,0,43506
EKOFISK,1976,3,1.32046,0.35981,0,1.68027,0,43506
EKOFISK,1976,4,0.93504,0.2545,0,1.18954,0,43506
EKOFISK,1976,5,0.83036,0.22604,0,1.0564,0,43506
EKOFISK,1976,6,1.33771,0.36419,0,1.7019,0,43506
EKOFISK,1976,7,1.56807,0.42697,0,1.99504,0,43506
EKOFISK,1976,8,1.59978,0.43595,0,2.03573,0,43506
EKOFISK,1976,9,1.47665,0.40226,0,1.87891,0,43506
EKOFISK,1976,10,1.71942,0.46792,0,2.18734,0,43506
EKOFISK,1976,11,1.14318,0.3266,0,1.46978,0,43506
EKOFISK,1976,12,1.71338,0.51985,0,2.23323,0,43506
EKOFISK,1977,1,1.69973,0.53132,0,2.23105,0,43506
EKOFISK,1977,2,1.49416,0.46335,0,1.95751,0,43506
EKOFISK,1977,3,1.57091,0.47723,0,2.04814,0,43506
EKOFISK,1977,4,1.12775,0.34579,0,1.47354,0,43506
EKOFISK,1977,5,0.73876,0.23245,0,0.97121,0,43506
EKOFISK,1977,6,0.69816,0.22929,0,0.92745,0,43506
EKOFISK,1977,7,1.00228,0.30856,0,1.31084,0,43506
EKOFISK,1977,8,1.34084,0.41168,0,1.75252,0,43506
EKOFISK,1977,9,1.25426,0.39183,0,1.64609,0,43506
EKOFISK,1977,10,1.48934,0.50647,0,1.99581,0,43506
EKOFISK,1977,11,1.52763,0.57007,0,2.0977,0,43506
EKOFISK,1977,12,1.5506,0.57161,0,2.12221,0,43506
EKOFISK,1978,1,1.49727,0.5771,0,2.07437,0,43506
EKOFISK,1978,2,1.3153,0.51578,0,1.83108,0,43506
EKOFISK,1978,3,1.40942,0.56677,0,1.97619,0,43506
EKOFISK,1978,4,1.38842,0.58857,0,1.97699,0,43506
EKOFISK,1978,5,1.37569,0.58803,0,1.96372,0,43506
EKOFISK,1978,6,0.99004,0.4405,0,1.43054,0,43506
EKOFISK,1978,7,1.31404,0.60673,0,1.92077,0,43506
EKOFISK,1978,8,1.33504,0.65684,0,1.99188,0,43506
EKOFISK,1978,9,1.27539,0.64469,0,1.92008,0,43506
EKOFISK,1978,10,1.24274,0.65601,0,1.89875,0,43506
EKOFISK,1978,11,1.19716,0.65618,0,1.85334,0,43506
EKOFISK,1978,12,1.19577,0.67313,0,1.86889,0,43506
EKOFISK,1979,1,1.13048,0.66162,0,1.7921,0,43506
EKOFISK,1979,2,1.03933,0.58202,0,1.62135,0,43506
EKOFISK,1979,3,1.17831,0.65838,0,1.83669,0,43506
EKOFISK,1979,4,1.21144,0.64235,0,1.8538,0,43506
EKOFISK,1979,5,1.21442,0.66857,0,1.88299,0,43506
EKOFISK,1979,6,1.08686,0.59148,0,1.67833,0,43506
EKOFISK,1979,7,1.15489,0.64791,0,1.8028,0,43506
EKOFISK,1979,8,1.16202,0.65925,0,1.82127,0,43506
EKOFISK,1979,9,1.13609,0.68701,0,1.8231,0,43506
EKOFISK,1979,10,0.96884,0.55669,0,1.52553,0,43506
EKOFISK,1979,11,1.15004,0.71227,0,1.8623,0,43506
EKOFISK,1979,12,1.08925,0.7034,0,1.79265,0,43506
EKOFISK,1980,1,1.04722,0.66732,0,1.71454,0,43506
EKOFISK,1980,2,1.09934,0.726,0,1.82534,0,43506
EKOFISK,1980,3,1.08835,0.74516,0,1.83351,0,43506
EKOFISK,1980,4,1.06545,0.71012,0,1.77557,0,43506
EKOFISK,1980,5,1.05187,0.73206,0,1.78393,0,43506
EKOFISK,1980,6,0.97594,0.67158,0,1.64752,0,43506
EKOFISK,1980,7,0.53584,0.34605,0,0.88189,0,43506
EKOFISK,1980,8,1.06047,0.73353,0,1.794,0,43506
EKOFISK,1980,9,0.93205,0.66651,0,1.59856,0,43506
EKOFISK,1980,10,1.04312,0.76923,0,1.81236,0,43506
EKOFISK,1980,11,1.0323,0.7572,0,1.78951,0,43506
EKOFISK,1980,12,1.11195,0.84358,0,1.95553,0,43506
EKOFISK,1981,1,1.04647,0.83337,0,1.87985,0,43506
EKOFISK,1981,2,0.90359,0.71313,0,1.61673,0,43506
EKOFISK,1981,3,0.95701,0.76977,0,1.72678,0,43506
EKOFISK,1981,4,0.95461,0.754,0,1.70861,0,43506
EKOFISK,1981,5,0.95552,0.80313,0,1.75865,0,43506
EKOFISK,1981,6,0.86798,0.7105,0,1.57848,0,43506
EKOFISK,1981,7,0.86726,0.69544,0,1.5627,0,43506
EKOFISK,1981,8,0.48874,0.34513,0,0.83386,0,43506
EKOFISK,1981,9,0.82924,0.66113,0,1.49038,0,43506
EKOFISK,1981,10,0.64902,0.52164,0,1.17066,0,43506
EKOFISK,1981,11,0.74014,0.58415,0,1.32429,0,43506
EKOFISK,1981,12,0.71398,0.55961,0,1.27359,0,43506
EKOFISK,1982,1,0.85579,0.69522,0,1.55101,0,43506
EKOFISK,1982,2,0.7542,0.64288,0,1.39707,0,43506
EKOFISK,1982,3,0.80212,0.70221,0,1.50433,0,43506
EKOFISK,1982,4,0.80825,0.6566,0,1.46485,0,43506
EKOFISK,1982,5,0.69268,0.551,0,1.24368,0,43506
EKOFISK,1982,6,0.72428,0.52588,0,1.25015,0,43506
EKOFISK,1982,7,0.74659,0.57337,0,1.31995,0,43506
EKOFISK,1982,8,0.7762,0.62614,0,1.40234,0,43506
EKOFISK,1982,9,0.75156,0.61334,0,1.36489,0,43506
EKOFISK,1982,10,0.68712,0.53606,0,1.22318,0,43506
EKOFISK,1982,11,0.7709,0.62184,0,1.39274,0,43506
EKOFISK,1982,12,0.79842,0.66178,0,1.4602,0,43506
EKOFISK,1983,1,0.81618,0.67825,0,1.49442,0,43506
EKOFISK,1983,2,0.67531,0.56819,0,1.2435,0,43506
EKOFISK,1983,3,0.78956,0.6676,0,1.45716,0,43506
EKOFISK,1983,4,0.7659,0.65069,0,1.4166,0,43506
EKOFISK,1983,5,0.79707,0.68163,0,1.4787,0,43506
EKOFISK,1983,6,0.77462,0.67957,0,1.45419,0,43506
